ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID598436403,31 Gardiner Pde,4,h,2625000.0,19/11/2016,3.0,2.0,840.0,89.0,-37.8538,145.0641
ID779072445,27 Thomson Dr,4,h,890000.0,14/05/2016,3.0,2.0,583.0,49.0,-37.733000000000004,145.0694
ID400472896,71 Wallara Cr,3,h,660000.0,8/07/2017,1.0,2.0,582.0,49.0,-37.70301,145.06341
ID182103501,18 Blair St,3,t,550000.0,7/05/2016,2.0,2.0,77.0,19.0,-37.7743,144.8797
ID599116461,1/25 Mercer Rd,3,u,2120000.0,29/04/2017,2.0,3.0,395.0,39.0,-37.8536,145.0263
ID878198477,15 Kwinana Ct,3,h,1223500.0,22/08/2016,2.0,2.0,721.0,39.0,-37.758,145.0408
ID334993483,39 Keon St,3,h,1020000.0,18/03/2017,1.0,1.0,366.0,49.0,-37.7524,144.9912
ID416293053,103/25 Byron St,1,u,450000.0,16/07/2016,1.0,1.0,0.0,7.0,-37.802,144.9516
ID395088352,13 Benbow St,3,h,1000000.0,3/09/2016,2.0,1.0,448.0,79.0,-37.8228,144.8799
ID768428575,301/163 Cremorne St,1,u,425000.0,6/08/2016,1.0,1.0,0.0,12.0,-37.8301,144.9904
ID146106330,9 Summerhill Rd,3,h,1890000.0,3/06/2017,1.0,2.0,554.0,94.0,-37.84949,145.07726
ID831948153,32 Sherlowe Cr,4,h,1295000.0,12/08/2017,2.0,2.0,702.0,41.0,-37.73226,145.09855
ID800165274,33 Dalgety Dr,3,h,960000.0,10/12/2016,2.0,2.0,229.0,8.0,-37.7778,144.9065
ID471560301,3 Reynella Cl,4,h,1400000.0,24/06/2017,3.0,2.0,882.0,59.0,-37.85484,145.1989
ID477052268,218 Nott St,2,h,1275000.0,7/05/2016,2.0,1.0,115.0,4.0,-37.8351,144.9441
ID916680013,2/12 Chettam St,3,u,380500.0,27/05/2017,2.0,1.0,156.0,6.0,-37.6349,145.04041999999995
ID921201660,2 Julie Ct,3,h,1650000.0,17/06/2017,1.0,2.0,964.0,61.0,-37.86572,145.09763
ID857547264,45 Elizabeth St,4,h,1385000.0,22/07/2017,3.0,2.0,417.0,39.0,-37.792229999999996,145.14606
ID278350383,4/287 Albion St,1,h,412000.0,8/04/2017,1.0,1.0,85.0,119.0,-37.7598,144.9563
ID186351428,62 Mirams St,3,h,890000.0,16/07/2016,1.0,1.0,242.0,99.0,-37.7765,144.9114
ID900300335,4/14 Brickwood St,2,u,858000.0,18/03/2017,1.0,1.0,107.0,69.0,-37.8958,144.9982
ID284334757,2/95 Dodds St,2,u,623000.0,7/05/2016,1.0,1.0,0.0,24.0,-37.828,144.9683
ID590309002,3/12 Somers St,2,u,605000.0,6/05/2017,1.0,1.0,81.0,54.0,-37.8495,145.0999
ID668929468,111 Chomley St,2,h,1305000.0,8/04/2017,1.0,1.0,210.0,14.0,-37.8551,145.0058
ID747403972,72 Military Rd,4,h,680000.0,24/09/2016,2.0,2.0,554.0,59.0,-37.7649,144.8633
ID204246572,15 McGregor St,2,h,1690000.0,13/08/2016,1.0,1.0,145.0,89.0,-37.852,144.9654
ID698653515,15 Cooraminta St,3,h,1900000.0,3/06/2017,2.0,3.0,372.0,12.0,-37.7649,144.96761999999995
ID690898695,2/36 Selwyn St,3,u,580000.0,13/05/2017,2.0,2.0,250.0,6.0,-37.7798,144.8156
ID954574352,3/80 Rathcown Rd,2,u,470000.0,27/05/2017,1.0,1.0,142.0,12.0,-37.70932,145.02483999999995
ID798332588,2/25 Cloverdale Rd,3,u,1162000.0,10/09/2016,2.0,2.0,281.0,79.0,-37.8579,145.0736
ID252643638,1/217 West St,5,t,645000.0,20/05/2017,1.0,1.0,227.0,6.0,-37.6979,144.941
ID532018245,13 Cannon St,3,h,605000.0,19/11/2016,1.0,1.0,462.0,63.0,-37.7969,144.8276
ID686918609,2/22 Scott Gr,3,t,780000.0,10/09/2016,2.0,2.0,160.0,17.0,-37.8525,145.0973
ID529533696,129 Glenlyon Rd,3,h,1652000.0,6/05/2017,1.0,2.0,506.0,98.0,-37.7723,144.9694
ID249606922,40 Ridley St,5,h,905000.0,3/09/2017,2.0,3.0,732.0,94.0,-37.78345,144.82295
ID440558627,2/26 Pearson St,2,u,536000.0,3/12/2016,1.0,2.0,0.0,49.0,-37.9081,145.0043
ID729362424,18 Montrose St,2,h,1075000.0,4/06/2016,1.0,2.0,695.0,69.0,-37.8694,145.0944
ID240887084,327 Gillies St,3,h,1210000.0,12/06/2016,2.0,2.0,398.0,44.0,-37.76300000000001,145.0198
ID644382556,1 Barunah St,4,h,777000.0,13/08/2016,1.0,2.0,700.0,59.0,-37.704,144.9399
ID512365337,2B Bradford Ct,3,t,579000.0,19/11/2016,2.0,1.0,198.0,6.0,-37.7827,144.8625
ID316011820,72 Bishop St,3,h,1400000.0,15/07/2017,3.0,6.0,668.0,29.0,-37.81381,144.87438
ID190673158,186 Gilbert Rd,2,h,1365000.0,24/06/2017,1.0,2.0,525.0,79.0,-37.744409999999995,144.98928
ID759905980,11 Council St,3,h,1320000.0,18/06/2016,2.0,1.0,213.0,129.0,-37.8302,145.0542
ID550400287,3/19 Harker St,2,u,525500.0,12/11/2016,1.0,1.0,88.0,59.0,-37.7791,145.0306
ID255587572,352 Middleborough Rd,3,h,1040000.0,16/09/2017,1.0,2.0,700.0,7.0,-37.82378,145.13778
ID580135058,5/361 Royal Pde,1,u,401000.0,19/11/2016,1.0,1.0,0.0,129.0,-37.7852,144.9589
ID493253177,41 Wards Gr,2,h,1180000.0,27/06/2016,1.0,1.0,687.0,24.0,-37.9234,145.0616
ID245435866,204 Page St,6,h,5600000.0,3/06/2017,4.0,2.0,472.0,104.0,-37.852309999999996,144.96373
ID314001994,8 Aberdeen Gr,3,h,1320000.0,16/09/2017,1.0,1.0,227.0,99.0,-37.77432,144.99111000000005
ID834239191,7 Francis St,3,h,1380000.0,4/03/2017,2.0,2.0,277.0,109.0,-37.7777,144.9221
ID678202430,30 Grange Rd,4,h,1905000.0,3/09/2017,2.0,2.0,1471.0,59.0,-38.15984,145.10884
ID444034215,14 John St,3,h,1617000.0,17/06/2017,1.0,2.0,650.0,61.0,-37.91905,145.05597
ID901450801,672 Plenty Rd,5,h,630000.0,4/03/2017,5.0,3.0,199.0,10.0,-37.7309,145.0151
ID351638991,7/27 Robe St,2,u,365000.0,1/07/2017,1.0,1.0,881.0,26.0,-37.86476,144.97826
ID720360754,3 Fawkner Rd,3,h,940000.0,17/09/2016,1.0,1.0,589.0,49.0,-37.7282,144.9312
ID847896608,14 Alfrick Rd,3,h,567000.0,17/06/2017,1.0,1.0,420.0,12.0,-37.80106,145.28741000000005
ID899827983,8 Hicks St,3,h,1051000.0,12/08/2017,2.0,2.0,597.0,10.0,-37.98703,145.09131000000005
ID260045161,10/352 Auburn Rd,2,u,560000.0,22/04/2017,1.0,0.0,0.0,59.0,-37.832,145.0431
ID469798937,23A Fromer St,3,t,1303000.0,13/05/2017,2.0,2.0,334.0,13.0,-37.9284,145.0428
ID490616409,1 Curzon St,3,h,1975000.0,13/05/2017,1.0,2.0,688.0,69.0,-37.9212,145.013
ID407892911,17 Cooper St,3,h,1365000.0,7/05/2016,1.0,1.0,754.0,4.0,-37.7528,144.8967
ID835107886,80 Brougham St,4,h,2850000.0,25/02/2017,2.0,4.0,690.0,129.0,-37.8037,145.0308
ID996781467,112/86 Altona St,2,u,438000.0,8/07/2017,1.0,1.0,4267.0,17.0,-37.796620000000004,144.9254
ID397617866,2 Dransfield Wy,3,h,552500.0,23/09/2017,1.0,1.0,521.0,29.0,-37.63854,145.05178999999995
ID350965751,5/440 Hampton St,2,u,616000.0,6/08/2016,1.0,1.0,0.0,14.0,-37.9373,145.0027
ID641928265,1 Frogmore Rd,3,h,1600000.0,7/05/2016,2.0,2.0,751.0,96.0,-37.8945,145.0648
ID965284641,4 Knapp St,3,h,781000.0,3/09/2016,1.0,2.0,533.0,49.0,-37.8291,144.835
ID587995369,12 Wyalong St,2,h,730000.0,4/03/2017,1.0,0.0,697.0,49.0,-37.7778,144.81799999999996
ID225264232,5 Rigby La,3,t,845000.0,4/03/2017,2.0,1.0,132.0,109.0,-37.7907,144.9247
ID937234240,18/180 Union St,2,u,435000.0,12/06/2016,1.0,1.0,0.0,17.0,-37.7727,144.9497
ID972282084,423 Burke Rd,3,h,1660000.0,10/09/2016,1.0,2.0,297.0,89.0,-37.847,145.0535
ID582152981,10 Heysen Gr,4,h,1225000.0,29/07/2017,2.0,2.0,511.0,31.0,-37.77746,145.17161000000004
ID700191924,15 Hollsmoor Rd,4,h,2228000.0,18/03/2017,2.0,2.0,813.0,59.0,-37.8405,145.0903
ID837392800,3/94 Balwyn Rd,2,u,1053000.0,16/07/2016,1.0,2.0,231.0,34.0,-37.8123,145.0821
ID324312961,46 Bourke Cr,3,h,520000.0,22/07/2017,1.0,0.0,609.0,33.0,-37.86991,144.68607
ID203510187,24 Burnell St,3,h,1245000.0,14/05/2016,1.0,1.0,412.0,85.0,-37.7618,144.9455
ID929510688,24 Swallow St,3,h,455000.0,12/08/2017,1.0,1.0,610.0,39.0,-37.88632,144.67582
ID874918517,21 Maud St,3,h,1300000.0,12/11/2016,1.0,2.0,464.0,64.0,-37.7945,145.0667
ID585108931,208/11 Hillingdon Pl,1,u,550000.0,8/04/2017,1.0,1.0,0.0,119.0,-37.8516,144.9943
ID180222253,32 Dorrit St,4,h,2033000.0,23/04/2016,2.0,2.0,123.0,6.0,-37.7998,144.9665
ID599115679,7 Wilson St,3,h,3550000.0,27/11/2016,2.0,0.0,1007.0,77.0,-37.9097,144.9981
ID236264326,1/54 Furneaux Gr,5,h,760000.0,20/05/2017,2.0,2.0,411.0,64.0,-37.7784,145.091
ID198295383,7 Empress Rd,3,h,1910000.0,6/08/2016,2.0,1.0,404.0,99.0,-37.8203,145.088
ID598436403,31 Gardiner Pde,4,h,2625000.0,19/11/2016,3.0,2.0,840.0,89.0,-37.8538,145.0641
ID179622243,61 Weatherall Rd,4,h,1500000.0,24/06/2017,2.0,3.0,724.0,54.0,-37.97076,145.04186
ID336379533,6/26 Parkside St,2,u,975000.0,3/06/2017,1.0,1.0,1764.0,49.0,-37.8879,145.01198
ID277645044,1/27 Maling Rd,4,t,1420000.0,28/08/2016,2.0,2.0,278.0,7.0,-37.8273,145.0752
ID126263835,33 Thiele St,4,h,1396000.0,3/12/2016,1.0,2.0,658.0,44.0,-37.7827,145.1358
ID276068108,24 Tudor Ct,2,u,612500.0,27/05/2017,1.0,2.0,421.0,44.0,-38.03093,145.11618
ID567978701,22/89 Neerim Rd,2,t,710000.0,25/02/2017,1.0,1.0,0.0,49.0,-37.8866,145.0396
ID326380740,10 Glen St,3,h,1400000.0,20/05/2017,1.0,1.0,476.0,42.0,-37.7495,144.9157
ID464677929,38 Tribe St,3,h,2633000.0,4/03/2017,1.0,0.0,276.0,119.0,-37.838,144.9489
ID673423150,20 Bedford St,3,h,605000.0,3/09/2016,1.0,2.0,597.0,59.0,-37.711,144.9478
ID736520818,51 Dixon St,2,h,1611000.0,12/11/2016,1.0,2.0,277.0,11.0,-37.8586,145.0375
ID598017432,160 Cornwall Rd,3,h,1001000.0,4/03/2017,1.0,5.0,879.0,69.0,-37.7796,144.8426
ID216191448,33 Ogilvie St,4,h,1113000.0,28/08/2016,1.0,2.0,533.0,69.0,-37.7509,144.8922
ID696323696,159 Cooper St,3,t,650000.0,13/08/2016,2.0,1.0,160.0,34.0,-37.7403,144.8989
ID759993574,2/31 Leslie Rd,2,u,485000.0,17/06/2017,1.0,1.0,1856.0,12.0,-37.76,144.91439
ID918459850,1/12 Brooks St,3,t,460000.0,15/10/2016,1.0,1.0,314.0,49.0,-37.7066,144.9733
ID348081901,17 Brigantia St,4,h,550000.0,12/08/2017,2.0,2.0,400.0,8.0,-37.621140000000004,144.99715
ID307753430,54 Victoria St,5,h,2550000.0,19/08/2017,2.0,2.0,840.0,109.0,-37.8633,144.88871
ID551664707,128 Atherton Rd,2,h,1010000.0,4/03/2017,1.0,2.0,553.0,81.0,-37.9001,145.0981
ID783907452,2 Celia St,6,h,2250000.0,10/09/2016,3.0,2.0,650.0,79.0,-37.8534,145.0785
ID479681859,6/17 Geddes St,2,u,570000.0,22/05/2016,1.0,1.0,0.0,119.0,-37.7779,144.9137
ID185456454,21 Liscard St,3,h,1800000.0,16/04/2016,2.0,2.0,492.0,114.0,-37.8789,145.0048
ID225763688,18 Barbara St,3,h,1111500.0,15/07/2017,1.0,0.0,722.0,59.0,-37.8324,145.20467
ID707602969,101 Roberts St,3,h,1050000.0,4/06/2016,2.0,1.0,462.0,59.0,-37.8128,144.8695
ID453288369,77 Karingal Dr,4,h,1030000.0,26/08/2017,3.0,3.0,1061.0,59.0,-37.705909999999996,145.13005
ID563146725,13 Clinnick St,3,h,935000.0,12/08/2017,1.0,2.0,529.0,59.0,-37.72017,144.99873
ID586022318,20 Astley St,4,h,1209000.0,26/07/2016,2.0,2.0,770.0,54.0,-37.7617,145.1065
ID940507033,11B Mahoneys Rd,3,h,550000.0,15/07/2017,1.0,2.0,1723.0,6.0,-37.69484,145.00853999999995
ID464247227,104/2 Cromwell Rd,2,u,800000.0,3/06/2017,2.0,1.0,0.0,5.0,-37.847120000000004,144.99967
ID755487555,4 Adina Pl,3,h,607500.0,23/09/2017,2.0,2.0,528.0,19.0,-37.71046,144.77043
ID938748304,50 Leinster Gr,3,h,1110000.0,17/09/2016,1.0,1.0,562.0,69.0,-37.7602,144.9878
ID667619495,2/36 Halls Pde,3,t,917000.0,1/07/2017,2.0,2.0,260.0,15.0,-37.830999999999996,145.19843999999995
ID993935302,22/382 Toorak Rd,2,u,601000.0,10/12/2016,1.0,1.0,0.0,49.0,-37.8406,145.0033
ID339148643,2/11 Peace St,3,h,1425000.0,4/03/2017,2.0,2.0,217.0,13.0,-37.8639,145.0641
ID420073886,36A Windsor Av,4,t,1655000.0,26/08/2017,2.0,2.0,361.0,90.0,-37.91406,145.04865
ID847291944,9 Bond St,3,h,735000.0,8/07/2017,1.0,1.0,626.0,69.0,-37.71425,144.95013
ID498686407,4/51 Spenser St,2,u,760000.0,27/11/2016,1.0,0.0,0.0,89.0,-37.8718,144.9776
ID240635044,4 Graeme Ct,4,h,1244000.0,23/04/2016,2.0,2.0,530.0,44.0,-37.7735,145.088
ID908018592,2/37 Donna Buang St,3,h,1430000.0,12/11/2016,2.0,2.0,244.0,81.0,-37.8446,145.06799999999996
ID136680745,24/101 Leveson St,2,u,585000.0,4/06/2016,1.0,1.0,0.0,59.0,-37.802,144.951
ID290874459,9 South St,3,h,646000.0,12/11/2016,1.0,2.0,574.0,49.0,-37.7157,144.9507
ID831679746,7/22 Derby St,1,u,450000.0,24/09/2016,1.0,1.0,0.0,119.0,-37.8509,145.0203
ID857182609,12 Nisbett St,3,h,546000.0,13/08/2016,1.0,2.0,592.0,59.0,-37.728,145.0352
ID603090284,3/33 Glen Ebor Av,3,h,786000.0,23/09/2017,1.0,2.0,1271.0,39.0,-37.821509999999996,145.16138999999995
ID749804393,1/10 Morton St,3,u,780000.0,24/06/2017,2.0,1.0,318.0,19.0,-37.917120000000004,145.13625
ID225449878,18 Darebin Dr,3,h,651000.0,24/06/2017,1.0,2.0,555.0,49.0,-37.682109999999994,145.03204
ID385384451,7/74 Hawdon St,2,u,534000.0,8/07/2017,1.0,1.0,2033.0,49.0,-37.75715,145.06463
ID162428360,12/132 Princes St,2,u,556000.0,16/07/2016,2.0,1.0,0.0,10.0,-37.784,144.9356
ID622385265,22 Mephan St,3,t,815000.0,24/06/2017,2.0,2.0,198.0,29.0,-37.78667,144.88834
ID785657262,32 Kynoch St,4,h,650000.0,24/06/2017,2.0,2.0,709.0,49.0,-37.76336,144.7725
ID736102575,12 Achilles St,3,h,575500.0,8/07/2017,1.0,1.0,436.0,49.0,-37.734590000000004,145.04394
ID427182321,7/88 Stephen St,2,u,782000.0,4/03/2017,1.0,1.0,1555.0,6.0,-37.8156,144.8943
ID390117958,2/29 May Rd,1,u,430000.0,4/06/2016,1.0,1.0,0.0,49.0,-37.8473,145.0053
ID822221598,525a Neerim Rd,4,h,1800000.0,28/05/2016,2.0,2.0,990.0,16.0,-37.8916,145.0753
ID345043155,3 Murphy St,3,h,1470000.0,17/09/2016,1.0,0.0,232.0,89.0,-37.7977,144.9512
ID153174933,21A Geddes St,3,h,1037500.0,19/11/2016,1.0,2.0,506.0,99.0,-37.7779,144.9133
ID884646232,34 Drysdale St,2,h,635000.0,10/12/2016,1.0,1.0,608.0,54.0,-37.7293,145.0224
ID491221983,41 Leura Gr,4,h,3600000.0,13/05/2017,3.0,2.0,667.0,31.0,-37.8374,145.0511
ID384238965,2/23 Peace St,3,t,1315000.0,29/04/2017,2.0,2.0,184.0,49.0,-37.8644,145.063
ID363179458,144 Cobden St,3,h,1405000.0,4/06/2016,1.0,1.0,181.0,139.0,-37.8365,144.9631
ID312899979,55 King St,4,h,1550000.0,4/06/2016,2.0,2.0,470.0,79.0,-37.7735,144.9833
ID295420345,8 Rose St,4,h,2435000.0,6/08/2016,2.0,2.0,795.0,91.0,-37.9166,145.0314
ID992036380,172 Rossmoyne St,3,h,1280000.0,25/02/2017,2.0,2.0,349.0,119.0,-37.7584,145.0115
ID773881588,11 Sackville St,4,h,1000500.0,30/07/2016,2.0,1.0,592.0,69.0,-37.7478,145.0477
ID183739304,16 Heather Ct,3,h,695000.0,3/06/2017,1.0,2.0,649.0,64.0,-37.69777,144.91952
ID397270490,18 Katunga Cr,4,h,706000.0,29/07/2017,1.0,4.0,752.0,59.0,-37.67641,144.91435
ID982192498,4/97 Cowper St,1,u,275000.0,16/07/2016,1.0,1.0,0.0,49.0,-37.8053,144.9029
ID994343633,151 Ogilvie St,3,h,1266000.0,16/07/2016,1.0,2.0,635.0,99.0,-37.74,144.8941
ID138953311,1/6 Edgar St,1,u,291000.0,12/11/2016,1.0,1.0,1097.0,37.0,-37.8576,145.0452
ID182135456,6/2 Paddington Rd,2,u,375500.0,12/11/2016,1.0,1.0,0.0,49.0,-37.8934,145.0853
ID701987123,4b Newcastle St,3,t,910000.0,7/11/2016,2.0,1.0,0.0,49.0,-37.7551,145.0108
ID786099261,11 Bailey Ct,3,h,368000.0,3/12/2016,1.0,2.0,600.0,129.0,-37.6783,144.9672
ID798449482,13 Mills St,2,t,1285000.0,24/06/2017,1.0,1.0,348.0,27.0,-37.93557,145.00463
ID320506678,2/86 Phoenix St,2,u,315000.0,8/10/2016,1.0,1.0,14.0,29.0,-37.7756,144.8345
ID804103623,5 Lola St,5,h,880000.0,23/09/2017,3.0,2.0,654.0,59.0,-37.929140000000004,145.17372
ID398168000,309 Waverley Rd,5,h,1450000.0,3/06/2017,2.0,2.0,728.0,18.0,-37.88409,145.12368999999995
ID760686646,17/6 Rosamond Rd,2,t,485000.0,8/04/2017,2.0,1.0,0.0,8.0,-37.7883,144.884
ID587104548,17 Curtin Dr,3,h,480500.0,19/08/2017,1.0,1.0,664.0,59.0,-37.56279,144.7304
ID441468764,94 Davies St,4,h,1385000.0,13/05/2017,2.0,4.0,650.0,69.0,-37.7575,144.9716
ID569204372,1/42 Wattle Dr,3,h,582000.0,8/10/2016,1.0,0.0,302.0,69.0,-37.7163,145.0768
ID373355552,10 Knapp St,3,h,625000.0,28/05/2016,1.0,1.0,536.0,59.0,-37.8285,144.8351
ID541422916,1a Kingston St,2,h,610000.0,15/10/2016,0.0,0.0,94.0,3.0,-37.815,144.8827
ID772961464,20 Lockley St,3,h,827000.0,3/06/2017,1.0,2.0,676.0,59.0,-37.70328,144.94161
ID455013561,5/78 Moonya Rd,3,t,675000.0,4/06/2016,2.0,1.0,0.0,29.0,-37.8972,145.0642
ID862972180,59 Southern Rd,3,h,580000.0,4/06/2016,1.0,1.0,577.0,89.0,-37.7428,145.0532
ID759224923,507/99 River St,1,u,510000.0,4/06/2016,1.0,1.0,0.0,19.0,-37.8361,144.9966
ID908957625,3 Harold St,4,h,1500000.0,15/10/2016,2.0,1.0,593.0,89.0,-37.8655,145.096
ID304236696,79 Outhwaite Rd,3,h,657000.0,22/04/2017,1.0,1.0,317.0,69.0,-37.7397,145.0513
ID436622642,5 England St,4,h,1207000.0,22/04/2017,1.0,2.0,607.0,64.0,-37.7601,145.0856
ID416780394,36 Kenny St,3,h,2251000.0,3/12/2016,1.0,2.0,888.0,69.0,-37.8002,145.0949
ID900300335,4/14 Brickwood St,2,u,858000.0,18/03/2017,1.0,1.0,107.0,69.0,-37.8958,144.9982
ID247591933,22 Gellibrand Rd,6,h,1800000.0,3/12/2016,4.0,2.0,353.0,69.0,-37.8384,144.923
ID528985883,2/29 St Elmo Rd,1,u,385000.0,30/07/2016,1.0,1.0,0.0,49.0,-37.7638,145.0458
ID334276038,5/14 Athelstane Gr,2,u,500000.0,19/11/2016,1.0,1.0,71.0,59.0,-37.7634,145.0406
ID244554482,2/3 Donald St,3,h,680000.0,4/06/2016,3.0,1.0,81.0,3.0,-37.7575,144.9647
ID618168413,3/4 Wells St,2,u,778500.0,28/05/2016,1.0,1.0,170.0,59.0,-37.8186,145.0892
ID687251279,25 Yuruga Bvd,4,h,801000.0,29/07/2017,2.0,2.0,628.0,8.0,-37.90622000000001,144.74946
ID630065100,8/300 Racecourse Rd,1,u,395000.0,25/02/2017,1.0,1.0,818.0,139.0,-37.788000000000004,144.9306
ID946545389,23 Phillip Rd,4,h,880000.0,22/07/2017,1.0,1.0,534.0,69.0,-37.74807,144.86927
ID617043046,7/675 Park St,1,u,418000.0,13/05/2017,1.0,1.0,0.0,49.0,-37.7783,144.9635
ID197330622,2/442 Bluff Rd,2,u,800000.0,25/02/2017,1.0,2.0,282.0,32.0,-37.9444,145.0231
ID783964687,8 Echuca St,3,h,477000.0,3/09/2017,1.0,1.0,627.0,59.0,-37.667809999999996,144.93809
ID249444768,124 Yarra St,3,h,1876000.0,7/05/2016,2.0,0.0,245.0,109.0,-37.8024,144.9993
ID648140906,1/28 Nevis St,2,u,700000.0,27/11/2016,1.0,1.0,631.0,49.0,-37.8434,145.08100000000005
ID117276570,33 Disraeli St,3,h,1440000.0,27/11/2016,1.0,1.0,298.0,119.0,-37.8021,145.0391
ID737367630,10 Alexander Cl,3,h,560000.0,15/07/2017,2.0,2.0,543.0,24.0,-37.7143,144.77096
ID973529430,5/185 Brunswick Rd,4,t,860000.0,7/05/2016,2.0,1.0,95.0,139.0,-37.7772,144.9653
ID809572137,10 Leslie St,4,h,631000.0,8/07/2017,1.0,3.0,559.0,49.0,-37.735929999999996,144.8101
ID903767386,6 Leicester St,4,h,1670000.0,18/03/2017,1.0,4.0,1042.0,69.0,-37.7908,145.101
ID665221264,18 Altona St,2,h,1070000.0,17/06/2017,1.0,0.0,282.0,41.0,-37.79882,144.92745
ID374230625,62 Ramu Pde,3,h,330000.0,4/06/2016,1.0,1.0,468.0,59.0,-37.7357,145.0413
ID387821586,1/10 Callander Rd,2,t,610000.0,22/08/2016,1.0,1.0,169.0,24.0,-37.7186,144.9306
ID666275324,6 Shackell St,2,h,735000.0,6/08/2016,1.0,1.0,280.0,119.0,-37.7429,144.952
ID852506690,42 Caithness Cr,3,h,1311000.0,12/08/2017,2.0,1.0,853.0,47.0,-37.88984,145.18016
ID134939577,23 Redwood St,3,h,691000.0,3/09/2016,1.0,2.0,624.0,54.0,-37.7456,145.0397
ID546480429,8/39 Dover St,2,u,425000.0,4/03/2017,1.0,1.0,0.0,49.0,-37.7833,144.9255
ID507159391,30 Nicholson St,3,t,2030000.0,20/05/2017,2.0,2.0,201.0,139.0,-37.8428,144.9877
ID215219901,70 Penhall Dr,3,h,510000.0,22/07/2017,2.0,2.0,350.0,5.0,-37.56883,144.90887
ID870059535,200 Nicholson St,2,h,1012500.0,28/05/2016,1.0,0.0,182.0,119.0,-37.8021,144.9976
ID166501115,36 College St,2,h,2265000.0,18/03/2017,1.0,1.0,460.0,109.0,-37.8173,145.0248
ID906579355,1/52 Leila Rd,3,u,1275000.0,3/06/2017,2.0,2.0,750.0,35.0,-37.90092,145.04924
ID767318281,35 Belgrave St,3,h,1285000.0,22/07/2017,1.0,2.0,579.0,89.0,-37.744820000000004,144.97499
ID301589268,15 Marian Ct,4,h,950000.0,9/09/2017,2.0,2.0,651.0,29.0,-37.68739,145.14437
ID189276395,4 Robinson Gr,5,h,1730000.0,13/05/2017,4.0,4.0,564.0,64.0,-37.7735,145.0936
ID519887246,1/23 Aintree Rd,2,u,550000.0,7/05/2016,1.0,1.0,0.0,51.0,-37.8567,145.0435
ID419957660,38 Daisy St,3,h,1040000.0,12/08/2017,1.0,1.0,756.0,58.0,-37.82909,145.233
ID157969925,304/8 Sutherland St,3,u,610000.0,18/06/2016,2.0,0.0,0.0,15.0,-37.8114,144.961
ID193787410,8 Barilla Rd,4,h,1035000.0,28/05/2016,1.0,2.0,688.0,69.0,-37.9411,145.043
ID248488964,4/18 Shaftesbury St,1,u,280000.0,27/05/2017,1.0,1.0,28.0,49.0,-37.75209,144.92255
ID456499116,14/59 Riversdale Rd,2,u,450000.0,1/07/2017,1.0,1.0,1540.0,54.0,-37.82824,145.03136999999995
ID963504170,6 Chester St,3,h,1360000.0,4/06/2016,2.0,1.0,704.0,79.0,-37.852,145.0942
ID677985103,39 Wilkinson St,2,h,800000.0,3/09/2017,1.0,0.0,140.0,129.0,-37.76806,144.9598
ID164302076,11 Corroboree Pl,4,h,1257000.0,4/03/2017,3.0,2.0,706.0,39.0,-37.7597,145.1058
ID560071338,17 Fidge Ct,2,h,575500.0,8/07/2017,1.0,1.0,662.0,59.0,-37.68988,144.91113
ID342953107,8 Fulham Cl,3,h,750000.0,26/08/2017,1.0,2.0,698.0,59.0,-38.16624,145.13297
ID999524188,23 Campbell St,3,h,1875000.0,10/09/2016,2.0,2.0,426.0,19.0,-37.8012,145.0514
ID250310964,250 Oriel Rd,3,h,808000.0,11/02/2017,1.0,0.0,649.0,49.0,-37.7386,145.0441
ID437525078,31 Wilkinson St,3,h,950000.0,17/06/2017,1.0,0.0,230.0,111.0,-37.76811,144.96017
ID264650982,2/557 Canterbury Rd,4,t,975000.0,3/06/2017,2.0,2.0,0.0,11.0,-37.83368,145.20408999999995
ID821586945,196 Melville Rd,2,h,816000.0,28/08/2016,2.0,1.0,343.0,89.0,-37.7552,144.9458
ID328113615,2/282 Riversdale Rd,1,u,320000.0,12/11/2016,1.0,1.0,0.0,54.0,-37.8303,145.046
ID758195963,49 Berkeley St,3,h,5100000.0,3/12/2016,2.0,3.0,1038.0,14.0,-37.8332,145.0366
ID850986022,1/24 Lillimur Rd,2,u,479500.0,28/05/2016,1.0,1.0,0.0,49.0,-37.9021,145.0417
ID182269176,1/42 Adelaide St,2,u,550000.0,3/12/2016,1.0,0.0,861.0,55.0,-37.8539,145.0284
ID768470570,3/10 Westminster St,2,h,1215000.0,3/12/2016,2.0,2.0,0.0,84.0,-37.8134,145.0972
ID205083148,42 McCracken St,4,h,1365000.0,22/08/2016,2.0,1.0,242.0,16.0,-37.7913,144.9275
ID887722893,25 View St,5,h,1115000.0,15/07/2017,2.0,2.0,590.0,19.0,-37.92304,145.10984
ID119230397,9/5 Boston Rd,3,h,1140000.0,4/06/2016,2.0,2.0,175.0,43.0,-37.8162,145.0771
ID525459441,1/252 Union Rd,2,u,526000.0,10/09/2016,1.0,1.0,0.0,59.0,-37.8144,145.0993
ID641884629,43 Rose St,5,h,2285000.0,8/07/2017,3.0,2.0,803.0,44.0,-37.82148,145.1289
ID940513468,35 Hunter St,3,h,1287000.0,18/03/2017,1.0,1.0,620.0,14.0,-37.9031,145.0578
ID831948153,32 Sherlowe Cr,4,h,1295000.0,12/08/2017,2.0,2.0,702.0,41.0,-37.73226,145.09855
